locus_tag	ftype	length_bp	gene	EC_number	COG	product
EIEOCHKN_01761	CDS	1770			COG1132	putative ABC transporter ATP-binding protein
EIEOCHKN_01762	CDS	606	slmA_2			Nucleoid occlusion factor SlmA
EIEOCHKN_01763	CDS	1080			COG0577	putative ABC transporter permease
EIEOCHKN_01764	CDS	669	hrtA	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
EIEOCHKN_01765	CDS	564				hypothetical protein
EIEOCHKN_01766	CDS	969				hypothetical protein
EIEOCHKN_01767	CDS	651				hypothetical protein
EIEOCHKN_01768	CDS	1026				hypothetical protein
EIEOCHKN_01769	CDS	660				hypothetical protein
EIEOCHKN_01770	CDS	2214		3.2.1.-	COG1388	Autolysin
EIEOCHKN_01771	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
EIEOCHKN_01772	CDS	225				hypothetical protein
EIEOCHKN_01773	CDS	444				hypothetical protein
EIEOCHKN_01774	CDS	831	fliY		COG0834	L-cystine-binding protein FliY
EIEOCHKN_01775	CDS	636	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
EIEOCHKN_01776	CDS	645	yecS		COG0765	L-cystine transport system permease protein YecS
EIEOCHKN_01777	CDS	1632	dppE_4		COG4166	Dipeptide-binding protein DppE
EIEOCHKN_01778	CDS	249				hypothetical protein
EIEOCHKN_01779	CDS	324				hypothetical protein
EIEOCHKN_01780	CDS	609	rplY			50S ribosomal protein L25
EIEOCHKN_01781	CDS	783	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EIEOCHKN_01782	CDS	681	yfnB_2	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
EIEOCHKN_01783	CDS	456	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
EIEOCHKN_01784	CDS	630	udk	2.7.1.48	COG0572	Uridine kinase
EIEOCHKN_01785	CDS	342	ndoA_1	3.1.27.-	COG2337	Endoribonuclease EndoA
EIEOCHKN_01786	CDS	966	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EIEOCHKN_01787	CDS	1920				hypothetical protein
EIEOCHKN_01788	CDS	336				hypothetical protein
EIEOCHKN_01789	CDS	357				hypothetical protein
EIEOCHKN_01790	CDS	357				hypothetical protein
EIEOCHKN_01791	CDS	780				hypothetical protein
EIEOCHKN_01792	CDS	696				hypothetical protein
EIEOCHKN_01793	CDS	1314	licC_3		COG1455	Lichenan permease IIC component
EIEOCHKN_01794	CDS	249				hypothetical protein
EIEOCHKN_01795	CDS	1089				hypothetical protein
EIEOCHKN_01796	CDS	1110		3.1.1.-	COG3964	Deacetylase
EIEOCHKN_01797	CDS	1107	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
EIEOCHKN_01798	CDS	744	dgaF_1	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
EIEOCHKN_01799	CDS	1011	iolC_2	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
EIEOCHKN_01800	CDS	1029	gyrB_1	5.6.2.2	COG0187	Type 2 topoisomerase subunit B
EIEOCHKN_01801	CDS	447				hypothetical protein
EIEOCHKN_01802	CDS	1071	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
EIEOCHKN_01803	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EIEOCHKN_01804	CDS	1548	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
EIEOCHKN_01805	CDS	267				hypothetical protein
EIEOCHKN_01806	CDS	354	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
EIEOCHKN_01807	CDS	1116	alr	5.1.1.1	COG0787	Alanine racemase
EIEOCHKN_01808	CDS	378	ndoA_2	3.1.27.-	COG2337	Endoribonuclease EndoA
EIEOCHKN_01809	CDS	696				hypothetical protein
EIEOCHKN_01810	CDS	1296	smc_2			Chromosome partition protein Smc
EIEOCHKN_01811	CDS	576	spsB_2	3.4.21.89		Signal peptidase IB
EIEOCHKN_01812	CDS	1479				hypothetical protein
EIEOCHKN_01813	CDS	753	iphP	3.1.3.48		Tyrosine-protein phosphatase
EIEOCHKN_01814	CDS	231				hypothetical protein
EIEOCHKN_01815	CDS	2706	smc_3			Chromosome partition protein Smc
EIEOCHKN_01816	CDS	1170	fieF			Ferrous-iron efflux pump FieF
EIEOCHKN_01817	CDS	1824	kimA		COG0531	Potassium transporter KimA
EIEOCHKN_01818	CDS	465				hypothetical protein
EIEOCHKN_01819	CDS	663	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
EIEOCHKN_01820	CDS	924	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
EIEOCHKN_01821	CDS	636	opuCB		COG1174	Carnitine transport permease protein OpuCB
EIEOCHKN_01822	CDS	1185	opuCA_2	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
EIEOCHKN_01823	CDS	891	mhqA_4	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
EIEOCHKN_01824	CDS	1032	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EIEOCHKN_01825	CDS	249				hypothetical protein
EIEOCHKN_01826	CDS	2646		7.2.2.10		Calcium-transporting ATPase 1
EIEOCHKN_01827	CDS	2007	kup			Low affinity potassium transport system protein kup
EIEOCHKN_01828	CDS	699				hypothetical protein
EIEOCHKN_01829	CDS	2106	copB	7.2.2.8		Copper-exporting P-type ATPase B
EIEOCHKN_01830	CDS	1425				hypothetical protein
EIEOCHKN_01831	CDS	912	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EIEOCHKN_01832	CDS	2649	polA	2.7.7.7		DNA polymerase I
EIEOCHKN_01833	CDS	843	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
EIEOCHKN_01834	CDS	600	coaE_1	2.7.1.24		Dephospho-CoA kinase
EIEOCHKN_01835	CDS	483	nrdR		COG1327	Transcriptional repressor NrdR
EIEOCHKN_01836	CDS	1410	dnaB		COG3611	Replication initiation and membrane attachment protein
EIEOCHKN_01837	CDS	933	dnaI		COG1484	Primosomal protein DnaI
EIEOCHKN_01838	CDS	1167				hypothetical protein
EIEOCHKN_01839	CDS	1521				hypothetical protein
EIEOCHKN_01840	CDS	1584				hypothetical protein
EIEOCHKN_01841	CDS	1263	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EIEOCHKN_01842	CDS	2067				hypothetical protein
EIEOCHKN_01843	CDS	849				hypothetical protein
EIEOCHKN_01844	CDS	312				hypothetical protein
EIEOCHKN_01845	CDS	1155		2.6.1.1		Aspartate aminotransferase
EIEOCHKN_01846	CDS	723	artM		COG1126	Arginine transport ATP-binding protein ArtM
EIEOCHKN_01847	CDS	1464	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EIEOCHKN_01848	CDS	1089	hcxA_1	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
EIEOCHKN_01849	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
EIEOCHKN_01850	CDS	378				hypothetical protein
EIEOCHKN_01851	CDS	288				hypothetical protein
EIEOCHKN_01852	CDS	2598	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
EIEOCHKN_01853	CDS	1044	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
EIEOCHKN_01854	CDS	1107		2.7.4.2		Phosphomevalonate kinase
EIEOCHKN_01855	CDS	1026				hypothetical protein
EIEOCHKN_01856	CDS	945	galK_1	2.7.1.6		Galactokinase
EIEOCHKN_01857	CDS	636				hypothetical protein
EIEOCHKN_01858	CDS	1074				hypothetical protein
EIEOCHKN_01859	CDS	1671	dppE_5		COG4166	Dipeptide-binding protein DppE
EIEOCHKN_01860	CDS	351				hypothetical protein
EIEOCHKN_01861	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
EIEOCHKN_01862	CDS	1053	dppC		COG1173	Dipeptide transport system permease protein DppC
EIEOCHKN_01863	CDS	1059	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
EIEOCHKN_01864	CDS	957	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
EIEOCHKN_01865	CDS	1071				IS200/IS605 family transposase ISEfa4
EIEOCHKN_01866	CDS	522	infC			Translation initiation factor IF-3
EIEOCHKN_01867	CDS	201	rpmI		COG0291	50S ribosomal protein L35
EIEOCHKN_01868	CDS	360	rplT		COG0292	50S ribosomal protein L20
EIEOCHKN_01869	CDS	351				hypothetical protein
EIEOCHKN_01870	CDS	360				hypothetical protein
EIEOCHKN_01871	CDS	435	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
EIEOCHKN_01872	CDS	516	coaE_2	2.7.1.24	COG0237	Dephospho-CoA kinase
EIEOCHKN_01873	CDS	1176	bicA		COG0659	Bicarbonate transporter BicA
EIEOCHKN_01874	CDS	1029				hypothetical protein
EIEOCHKN_01875	CDS	831	cysL		COG0583	HTH-type transcriptional regulator CysL
EIEOCHKN_01876	CDS	873				hypothetical protein
EIEOCHKN_01877	CDS	225				hypothetical protein
EIEOCHKN_01878	CDS	675	graR		COG0745	Response regulator protein GraR
EIEOCHKN_01879	CDS	1026	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
EIEOCHKN_01880	CDS	864	glcU_1		COG4975	putative glucose uptake protein GlcU
EIEOCHKN_01881	CDS	1392	yhdG		COG0531	putative amino acid permease YhdG
EIEOCHKN_01882	CDS	2010	metG	6.1.1.10		Methionine--tRNA ligase
EIEOCHKN_01883	CDS	606				hypothetical protein
EIEOCHKN_01884	CDS	2199	helD	3.6.4.12	COG3973	DNA helicase IV
EIEOCHKN_01885	CDS	771	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
EIEOCHKN_01886	CDS	585	rnmV	3.1.26.8	COG1658	Ribonuclease M5
EIEOCHKN_01887	CDS	888	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EIEOCHKN_01888	CDS	618	niaX			Niacin transporter NiaX
EIEOCHKN_01889	CDS	1104	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EIEOCHKN_01890	CDS	423	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
EIEOCHKN_01891	CDS	540	folT			Folate transporter FolT
EIEOCHKN_01892	CDS	1767			COG1132	putative ABC transporter ATP-binding protein
EIEOCHKN_01893	CDS	1728			COG1132	putative ABC transporter ATP-binding protein
EIEOCHKN_01894	CDS	768				hypothetical protein
EIEOCHKN_01895	CDS	1218	smc_4			Chromosome partition protein Smc
EIEOCHKN_01896	CDS	564				hypothetical protein
EIEOCHKN_01897	CDS	723				ISL3 family transposase IS1251
EIEOCHKN_01898	CDS	936				hypothetical protein
EIEOCHKN_01899	CDS	1308				hypothetical protein
EIEOCHKN_01900	CDS	1296				hypothetical protein
EIEOCHKN_01901	CDS	1683				hypothetical protein
EIEOCHKN_01902	CDS	1176	yfcJ			putative MFS-type transporter YfcJ
EIEOCHKN_01903	CDS	864	mshD_2	2.3.1.189		Mycothiol acetyltransferase
EIEOCHKN_01904	CDS	525				hypothetical protein
EIEOCHKN_01905	CDS	870	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
EIEOCHKN_01906	CDS	681	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
EIEOCHKN_01907	CDS	984	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
EIEOCHKN_01908	CDS	480	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
EIEOCHKN_01909	CDS	522	mshD_3	2.3.1.189		Mycothiol acetyltransferase
EIEOCHKN_01910	CDS	210				hypothetical protein
EIEOCHKN_01911	CDS	1011	ccpA_3		COG1609	Catabolite control protein A
EIEOCHKN_01912	CDS	1008		5.1.3.21	COG2017	Maltose epimerase
EIEOCHKN_01913	CDS	669	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
EIEOCHKN_01914	CDS	2295	malP	2.4.1.8		Maltose phosphorylase
EIEOCHKN_01915	CDS	2169	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
EIEOCHKN_01916	CDS	825	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
EIEOCHKN_01917	CDS	816	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
EIEOCHKN_01918	CDS	963	rhaS_3			HTH-type transcriptional activator RhaS
EIEOCHKN_01919	CDS	300				hypothetical protein
EIEOCHKN_01920	CDS	291				hypothetical protein
EIEOCHKN_01921	CDS	714	yydJ			putative peptide export permease protein YydJ
EIEOCHKN_01922	CDS	633	yydI			putative peptide export ATP-binding protein YydI
EIEOCHKN_01923	CDS	777				hypothetical protein
EIEOCHKN_01924	CDS	1893				hypothetical protein
EIEOCHKN_01925	tRNA	76				tRNA-Arg(tct)
EIEOCHKN_01926	CDS	309	rplU		COG0261	50S ribosomal protein L21
EIEOCHKN_01927	CDS	345				hypothetical protein
EIEOCHKN_01928	CDS	288	rpmA			50S ribosomal protein L27
EIEOCHKN_01929	CDS	453	psiE			Protein PsiE
EIEOCHKN_01930	CDS	816	lpxG_2	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
EIEOCHKN_01931	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
EIEOCHKN_01932	CDS	321				hypothetical protein
EIEOCHKN_01933	CDS	432				putative protein
EIEOCHKN_01934	CDS	453	nusB		COG0781	Transcription antitermination protein NusB
EIEOCHKN_01935	CDS	846	folD			Bifunctional protein FolD protein
EIEOCHKN_01936	CDS	1347	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EIEOCHKN_01937	CDS	231	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
EIEOCHKN_01938	CDS	882		2.5.1.10		Farnesyl diphosphate synthase
EIEOCHKN_01939	CDS	816	tlyA		COG1189	Hemolysin A
EIEOCHKN_01940	CDS	450	argR_2		COG1438	Arginine repressor
EIEOCHKN_01941	CDS	1674	recN		COG0497	DNA repair protein RecN
EIEOCHKN_01942	CDS	111				hypothetical protein
EIEOCHKN_01943	CDS	966				hypothetical protein
EIEOCHKN_01944	CDS	393				hypothetical protein
EIEOCHKN_01945	CDS	438	mraZ			Transcriptional regulator MraZ
EIEOCHKN_01946	CDS	957	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
EIEOCHKN_01947	CDS	408	ftsL			Cell division protein FtsL
EIEOCHKN_01948	CDS	2229	pbpX		COG0768	Penicillin-binding protein 2X
EIEOCHKN_01949	CDS	966	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EIEOCHKN_01950	CDS	1371	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EIEOCHKN_01951	CDS	1092	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EIEOCHKN_01952	CDS	1125	divIB			Cell division protein DivIB
EIEOCHKN_01953	CDS	1323	ftsA_2		COG0849	Cell division protein FtsA
EIEOCHKN_01954	CDS	1233	ftsZ		COG0206	Cell division protein FtsZ
EIEOCHKN_01955	CDS	678			COG0325	Pyridoxal phosphate homeostasis protein
EIEOCHKN_01956	CDS	645	sepF			Cell division protein SepF
EIEOCHKN_01957	CDS	210				hypothetical protein
EIEOCHKN_01958	CDS	783				hypothetical protein
EIEOCHKN_01959	CDS	702	divIVA		COG3599	Cell division protein DivIVA
EIEOCHKN_01960	CDS	2781	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EIEOCHKN_01961	CDS	471				hypothetical protein
EIEOCHKN_01962	CDS	621				hypothetical protein
EIEOCHKN_01963	CDS	1524	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EIEOCHKN_01964	CDS	669	mntR_2			HTH-type transcriptional regulator MntR
EIEOCHKN_01965	CDS	369				hypothetical protein
EIEOCHKN_01966	CDS	732	sfsA		COG1489	Sugar fermentation stimulation protein A
EIEOCHKN_01967	CDS	999	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
EIEOCHKN_01968	CDS	1302	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
EIEOCHKN_01969	CDS	2706	dgaR_2			Transcriptional regulatory protein DagR
EIEOCHKN_01970	CDS	318	celA_2	2.7.1.205		PTS system cellobiose-specific EIIB component
EIEOCHKN_01971	CDS	1464	celB		COG1455	PTS system cellobiose-specific EIIC component
EIEOCHKN_01972	CDS	219				hypothetical protein
EIEOCHKN_01973	CDS	195				hypothetical protein
EIEOCHKN_01974	CDS	411				hypothetical protein
EIEOCHKN_01975	CDS	327	celA_3	2.7.1.205		PTS system cellobiose-specific EIIB component
EIEOCHKN_01976	CDS	321	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
EIEOCHKN_01977	CDS	1278	licC_4		COG1455	Lichenan permease IIC component
EIEOCHKN_01978	CDS	1395	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
EIEOCHKN_01979	CDS	1194	eis_2	2.3.1.-		N-acetyltransferase Eis
EIEOCHKN_01980	CDS	120				hypothetical protein
EIEOCHKN_01981	tRNA	76				tRNA-Arg(cct)
EIEOCHKN_01982	CDS	333				hypothetical protein
EIEOCHKN_01983	CDS	2646	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
EIEOCHKN_01984	CDS	630	ccpN		COG0517	Transcriptional repressor CcpN
EIEOCHKN_01985	CDS	813	yqfL_2	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
EIEOCHKN_01986	CDS	2532	mprF_1	2.3.2.3		Phosphatidylglycerol lysyltransferase
EIEOCHKN_01987	CDS	735	tgnD	3.5.1.-		(E)-2-((N-methylformamido)methylene)succinate hydrolase
EIEOCHKN_01988	CDS	585				hypothetical protein
EIEOCHKN_01989	CDS	1056				hypothetical protein
EIEOCHKN_01990	CDS	657	pfs	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
EIEOCHKN_01991	CDS	2238	uvrA_2			UvrABC system protein A
EIEOCHKN_01992	CDS	2244	QRSL1_2	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
EIEOCHKN_01993	CDS	930				hypothetical protein
EIEOCHKN_01994	CDS	654				hypothetical protein
EIEOCHKN_01995	CDS	402	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EIEOCHKN_01996	CDS	1611	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
EIEOCHKN_01997	CDS	1086				hypothetical protein
EIEOCHKN_01998	CDS	804	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
EIEOCHKN_01999	CDS	630				hypothetical protein
EIEOCHKN_02000	CDS	1407	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
EIEOCHKN_02001	CDS	1197	mdtG			Multidrug resistance protein MdtG
EIEOCHKN_02002	CDS	186				hypothetical protein
EIEOCHKN_02003	CDS	3330	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EIEOCHKN_02004	CDS	963	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
EIEOCHKN_02005	CDS	1758	pyk	2.7.1.40		Pyruvate kinase
EIEOCHKN_02006	CDS	570				hypothetical protein
EIEOCHKN_02007	CDS	180	rpmF_3		COG0333	50S ribosomal protein L32
EIEOCHKN_02008	CDS	1422	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EIEOCHKN_02009	CDS	687	arlR		COG0745	Response regulator ArlR
EIEOCHKN_02010	CDS	1509	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
EIEOCHKN_02011	rRNA	110				5S ribosomal RNA
EIEOCHKN_02012	tRNA	75				tRNA-Val(tac)
EIEOCHKN_02013	tRNA	75				tRNA-Lys(ttt)
EIEOCHKN_02014	tRNA	84				tRNA-Leu(tag)
EIEOCHKN_02015	tRNA	76				tRNA-Thr(tgt)
EIEOCHKN_02016	tRNA	72				tRNA-Gly(gcc)
EIEOCHKN_02017	tRNA	86				tRNA-Leu(taa)
EIEOCHKN_02018	tRNA	74				tRNA-Arg(acg)
EIEOCHKN_02019	tRNA	74				tRNA-Pro(tgg)
EIEOCHKN_02020	CDS	849	ybbH_5		COG1737	putative HTH-type transcriptional regulator YbbH
EIEOCHKN_02021	CDS	1308	licC_5		COG1455	Lichenan permease IIC component
EIEOCHKN_02022	CDS	1188	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
EIEOCHKN_02023	CDS	468	ctsR		COG4463	Transcriptional regulator CtsR
EIEOCHKN_02024	CDS	2496	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
EIEOCHKN_02025	CDS	1035				hypothetical protein
EIEOCHKN_02026	CDS	921	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
EIEOCHKN_02027	CDS	1248				hypothetical protein
EIEOCHKN_02028	CDS	1563				hypothetical protein
EIEOCHKN_02029	CDS	1269	codB		COG1457	Cytosine permease
EIEOCHKN_02030	CDS	1095				hypothetical protein
EIEOCHKN_02031	CDS	1554	apc1	6.4.1.8	COG0145	Acetophenone carboxylase alpha subunit
EIEOCHKN_02032	CDS	666				hypothetical protein
EIEOCHKN_02033	CDS	1140				hypothetical protein
EIEOCHKN_02034	CDS	399				hypothetical protein
EIEOCHKN_02035	CDS	1350	gor	1.8.1.7	COG1249	Glutathione reductase
EIEOCHKN_02036	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EIEOCHKN_02037	CDS	486	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EIEOCHKN_02038	CDS	561	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EIEOCHKN_02039	CDS	594		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EIEOCHKN_02040	CDS	792	folP	2.5.1.15		Dihydropteroate synthase
EIEOCHKN_02041	CDS	366				hypothetical protein
EIEOCHKN_02042	CDS	231				hypothetical protein
EIEOCHKN_02043	CDS	987	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
EIEOCHKN_02044	CDS	558				hypothetical protein
EIEOCHKN_02045	CDS	423				hypothetical protein
EIEOCHKN_02046	CDS	1947	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
EIEOCHKN_02047	CDS	930				hypothetical protein
EIEOCHKN_02048	CDS	1068	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
EIEOCHKN_02049	CDS	948	menA_2	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
EIEOCHKN_02050	CDS	363				hypothetical protein
EIEOCHKN_02051	CDS	3897				hypothetical protein
EIEOCHKN_02052	CDS	2997				hypothetical protein
EIEOCHKN_02053	CDS	4692				hypothetical protein
EIEOCHKN_02054	CDS	144				hypothetical protein
EIEOCHKN_02055	CDS	1617	tagU_5	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EIEOCHKN_02056	CDS	1296				hypothetical protein
EIEOCHKN_02057	CDS	633				hypothetical protein
EIEOCHKN_02058	CDS	993	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
EIEOCHKN_02059	CDS	216				hypothetical protein
EIEOCHKN_02060	CDS	231				hypothetical protein
EIEOCHKN_02061	CDS	342				hypothetical protein
EIEOCHKN_02062	CDS	3615	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
EIEOCHKN_02063	CDS	3654	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
EIEOCHKN_02064	CDS	693	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
EIEOCHKN_02065	CDS	1521	xylB_2	2.7.1.17	COG1070	Xylulose kinase
EIEOCHKN_02066	CDS	720				hypothetical protein
EIEOCHKN_02067	CDS	468	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EIEOCHKN_02068	CDS	444	rplM			50S ribosomal protein L13
EIEOCHKN_02069	CDS	393	rpsI		COG0103	30S ribosomal protein S9
EIEOCHKN_02070	CDS	2982				hypothetical protein
EIEOCHKN_02071	CDS	561				hypothetical protein
EIEOCHKN_02072	CDS	2520	dgaR_3			Transcriptional regulatory protein DagR
EIEOCHKN_02073	CDS	828	manZ_6		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_02074	CDS	816	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
EIEOCHKN_02075	CDS	492		2.7.1.-		putative phosphotransferase enzyme IIB component
EIEOCHKN_02076	CDS	420				hypothetical protein
EIEOCHKN_02077	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
EIEOCHKN_02078	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
EIEOCHKN_02079	CDS	975	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
EIEOCHKN_02080	CDS	1536				hypothetical protein
EIEOCHKN_02081	CDS	123				hypothetical protein
EIEOCHKN_02082	CDS	975	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
EIEOCHKN_02083	CDS	150	rpmGA_2			50S ribosomal protein L33 1
EIEOCHKN_02084	CDS	270	rpsN2_2		COG0199	Alternate 30S ribosomal protein S14
EIEOCHKN_02085	CDS	399				hypothetical protein
EIEOCHKN_02086	CDS	723	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EIEOCHKN_02087	CDS	672	metI		COG2011	D-methionine transport system permease protein MetI
EIEOCHKN_02088	CDS	819	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
EIEOCHKN_02089	CDS	1770	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
EIEOCHKN_02090	CDS	729	lytR		COG3279	Sensory transduction protein LytR
EIEOCHKN_02091	CDS	420	lrgA		COG1380	Antiholin-like protein LrgA
EIEOCHKN_02092	CDS	684	lrgB		COG1346	Antiholin-like protein LrgB
EIEOCHKN_02093	CDS	546	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
EIEOCHKN_02094	CDS	1014	aes_2	3.1.1.-		Acetyl esterase
EIEOCHKN_02095	CDS	4860				hypothetical protein
EIEOCHKN_02096	CDS	390				hypothetical protein
EIEOCHKN_02097	CDS	735				hypothetical protein
EIEOCHKN_02098	CDS	801				hypothetical protein
EIEOCHKN_02099	CDS	759				hypothetical protein
EIEOCHKN_02100	CDS	1074				hypothetical protein
EIEOCHKN_02101	CDS	486				hypothetical protein
EIEOCHKN_02102	CDS	1482				hypothetical protein
EIEOCHKN_02103	CDS	498	sigV		COG1595	RNA polymerase sigma factor SigV
EIEOCHKN_02104	CDS	885	rsiV			Anti-sigma-V factor RsiV
EIEOCHKN_02105	CDS	1137	dapE_2	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
EIEOCHKN_02106	CDS	792				hypothetical protein
EIEOCHKN_02107	CDS	384	yccF		COG3304	Inner membrane protein YccF
EIEOCHKN_02108	CDS	426	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
EIEOCHKN_02109	CDS	621				hypothetical protein
EIEOCHKN_02110	CDS	1200				hypothetical protein
EIEOCHKN_02111	CDS	1245	cinA_2		COG1058	Putative competence-damage inducible protein
